ts_open,ts_close,side,entry,exit,qty,sl,tp,reason
1760123940,1760124060,SELL,1.16078,1.1611230110961563,132335.34,1.1611230110961563,1.160093977807687,turtle_entry_dn N=55
1760131560,1760131980,BUY,1.16067,1.1609672308655248,303391.92,1.1605213845672377,1.1609672308655248,turtle_entry_up N=55
1760139180,1760139420,SELL,1.16072,1.16043605212232,319520.19,1.16086197393884,1.16043605212232,turtle_entry_dn N=55
1760140260,1760140320,BUY,1.16189,1.1616173749739729,167379.13,1.1616173749739729,1.1624352500520545,turtle_entry_up N=55
1760317260,1760317320,SELL,1.16074,1.1608947208989413,292826.26,1.1608947208989413,1.1604305582021175,turtle_entry_dn N=55
1760320980,1760321100,BUY,1.16076,1.1606028809415563,285833.32,1.1606028809415563,1.1610742381168877,turtle_entry_up N=55
1760334720,1760334840,SELL,1.16163,1.161722813592441,479664.89,1.161722813592441,1.1614443728151183,turtle_entry_dn N=55
1760339700,1760339820,BUY,1.1622,1.1623548377969612,568572.13,1.1621225811015192,1.1623548377969612,turtle_entry_up N=55
1760342160,1760342280,SELL,1.16179,1.1618624755993636,608867.17,1.1618624755993636,1.1616450488012728,turtle_entry_dn N=55
1760346900,1760347140,BUY,1.16237,1.1627158226419463,251884.52,1.1621970886790267,1.1627158226419463,turtle_entry_up N=55
1760349300,1760349540,SELL,1.16116,1.1614155291736867,171576.61,1.1614155291736867,1.1606489416526262,turtle_entry_dn N=55
1760359080,1760359260,BUY,1.15958,1.159426878790485,284245.42,1.159426878790485,1.1598862424190304,turtle_entry_up N=55
1760361120,1760361480,SELL,1.15883,1.1589793335099585,288894.16,1.1589793335099585,1.1585313329800828,turtle_entry_dn N=55
1760364360,1760364480,BUY,1.15927,1.1590397655334843,185717.12,1.1590397655334843,1.1597304689330317,turtle_entry_up N=55
1760365920,1760366040,SELL,1.15799,1.1581800425159283,223302.88,1.1581800425159283,1.1576099149681436,turtle_entry_dn N=55
1760374260,1760374380,BUY,1.15747,1.1572330750026465,177674.65,1.1572330750026465,1.157943849994707,turtle_entry_up N=55
1760375580,1760375820,SELL,1.15649,1.1567069285837606,192608.37,1.1567069285837606,1.156056142832479,turtle_entry_dn N=55
1760379360,1760379420,BUY,1.15678,1.1565856005442825,213282.36,1.1565856005442825,1.157168798911435,turtle_entry_up N=55
1760388180,1760388300,SELL,1.15709,1.1571759190937978,478721.34,1.1571759190937978,1.1569181618124043,turtle_entry_dn N=55
1760389620,1760389800,BUY,1.15763,1.1575193161431307,367250.36,1.1575193161431307,1.1578513677137383,turtle_entry_up N=55
1760392140,1760392320,SELL,1.15702,1.1568391590173088,444953.04,1.1571104204913456,1.1568391590173088,turtle_entry_dn N=55
1760404500,1760405160,BUY,1.15723,1.157168702448595,658717.85,1.157168702448595,1.1573525951028099,turtle_entry_up N=55
1760406240,1760406480,SELL,1.15684,1.1568845635922744,892988.11,1.1568845635922744,1.1567508728154516,turtle_entry_dn N=55
1760414220,1760414400,BUY,1.15614,1.1560274053913342,347079.34,1.1560274053913342,1.1563651892173314,turtle_entry_up N=55
1760430180,1760430420,SELL,1.15824,1.1583407133272672,384092.46,1.1583407133272672,1.1580385733454657,turtle_entry_dn N=55
1760444880,1760444940,BUY,1.15618,1.156027888959304,251575.28,1.156027888959304,1.1564842220813916,turtle_entry_up N=55
1760448120,1760448180,SELL,1.15506,1.155249298833109,200374.23,1.155249298833109,1.1546814023337821,turtle_entry_dn N=55
1760454840,1760454960,BUY,1.15585,1.1562641771248214,181686.68,1.1556429114375895,1.1562641771248214,turtle_entry_up N=55
1760456880,1760457000,SELL,1.15478,1.155033264868709,149631.82,1.155033264868709,1.1542734702625819,turtle_entry_dn N=55
1760458440,1760458920,BUY,1.15644,1.156214980115163,167187.92,1.156214980115163,1.1568900397696735,turtle_entry_up N=55
1760473140,1760473260,SELL,1.16012,1.1603047581963712,202079.43,1.1603047581963712,1.1597504836072576,turtle_entry_dn N=55
1760481420,1760481480,BUY,1.16091,1.1608008540398844,339288.18,1.1608008540398844,1.1611282919202313,turtle_entry_up N=55
1760482980,1760484420,SELL,1.16035,1.1600562494794655,249530.33,1.1604968752602673,1.1600562494794655,turtle_entry_dn N=55
1760486160,1760486340,BUY,1.16065,1.1605769724692574,504899.44,1.1605769724692574,1.1607960550614849,turtle_entry_up N=55
1760491320,1760491680,SELL,1.16054,1.1605,684059.74,1.1605932032425865,1.1604335935148267,turtle_entry_dn N=55
