ts_open,ts_close,side,entry,exit,qty,sl,tp,reason
1760023200,1760023320,BUY,1.1607,1.16066,268937.96,1.1605140835189718,1.1610718329620566,fade_lo z=-1.96
1760023320,1760023440,BUY,1.16066,1.1604748985444195,268988.35,1.1604748985444195,1.161030202911161,fade_lo z=-1.91
1760025420,1760025480,SELL,1.16146,1.16147,249130.03,1.1616582301406948,1.1610635397186102,fade_hi z=1.87
1760025480,1760025660,SELL,1.16147,1.161079001167281,251806.11,1.1616654994163595,1.161079001167281,fade_hi z=1.86
1760025960,1760026020,SELL,1.16158,1.1618152721831487,210709.12,1.1618152721831487,1.1611094556337027,fade_hi z=2.25
1760026260,1760026320,SELL,1.1618,1.1616,135457.34,1.162163241645404,1.1610735167091917,fade_hi z=2.91
1760026320,1760026740,SELL,1.1616,1.160858265515678,132825.2,1.161970867242161,1.160858265515678,fade_hi z=1.99
1760026800,1760026920,BUY,1.16061,1.16058,146325.54,1.1602705105530318,1.1612889788939365,fade_lo z=-1.96
1760026920,1760027220,BUY,1.16058,1.161219323638139,155067.36,1.1602603381809304,1.161219323638139,fade_lo z=-2.04
1760027760,1760027820,BUY,1.1605,1.16051,186568.15,1.1602321363673018,1.1610357272653964,fade_lo z=-2.49
1760027820,1760027880,BUY,1.16051,1.16042,187090.04,1.1602434123410659,1.1610431753178678,fade_lo z=-2.30
1760027880,1760027940,BUY,1.16042,1.16044,193446.54,1.1601631686024185,1.1609336627951632,fade_lo z=-2.47
1760027940,1760028000,BUY,1.16044,1.1601900851308171,198428.57,1.1601900851308171,1.1609398297383657,fade_lo z=-2.25
1760028060,1760028120,BUY,1.16009,1.1598300223832045,189351.55,1.1598300223832045,1.160609955233591,fade_lo z=-2.88
1760028180,1760028240,BUY,1.15913,1.15947,160916.57,1.158826294810008,1.159737410379984,fade_lo z=-4.01
1760028240,1760028300,BUY,1.15947,1.15943,158663.2,1.1591608451807218,1.1600883096385566,fade_lo z=-2.97
1760028300,1760028360,BUY,1.15943,1.15932,161973.72,1.159127927667813,1.1600341446643738,fade_lo z=-2.80
1760028360,1760028420,BUY,1.15932,1.1593,160309.3,1.1590159328343976,1.1599281343312042,fade_lo z=-2.75
1760028420,1760028480,BUY,1.1593,1.15971,163565.33,1.159002651917655,1.1598946961646899,fade_lo z=-2.58
1760028480,1760028600,BUY,1.15971,1.160325075010069,158928.05,1.1594024624949655,1.160325075010069,fade_lo z=-1.82
1760029260,1760029380,BUY,1.15919,1.1591,142046.4,1.1588431207736278,1.159883758452744,fade_lo z=-2.09
1760029380,1760029620,BUY,1.1591,1.1597962509107844,141117.79,1.158751874544608,1.1597962509107844,fade_lo z=-2.03
1760030580,1760030640,BUY,1.15839,1.15844,135445.56,1.1580242724258356,1.1591214551483289,fade_lo z=-2.30
1760030640,1760030760,BUY,1.15844,1.1580818243954187,138176.88,1.1580818243954187,1.1591563512091625,fade_lo z=-2.12
1760030820,1760030880,BUY,1.15778,1.158,126935.76,1.1573926852028917,1.1585546295942164,fade_lo z=-2.62
1760030880,1760030940,BUY,1.158,1.15794,127987.3,1.1576153505455422,1.1587692989089151,fade_lo z=-2.23
1760030940,1760031000,BUY,1.15794,1.15783,133253.76,1.1575713969351464,1.158677206129707,fade_lo z=-2.22
1760031000,1760031060,BUY,1.15783,1.15796,134900.4,1.1574670114397787,1.1585559771204421,fade_lo z=-2.26
1760031060,1760031120,BUY,1.15796,1.15801,137166.81,1.1576029391940805,1.1586741216118392,fade_lo z=-2.03
1760031120,1760031300,BUY,1.15801,1.15793,141485.83,1.1576641578230746,1.1587016843538507,fade_lo z=-1.91
1760031300,1760031360,BUY,1.15793,1.1576052276739413,150238.33,1.1576052276739413,1.1585795446521172,fade_lo z=-1.84
1760031420,1760032200,BUY,1.15764,1.1583149645214685,143599.56,1.1573025177392657,1.1583149645214685,fade_lo z=-2.01
1760033220,1760033280,BUY,1.15651,1.1562162835666603,166363.89,1.1562162835666603,1.1570974328666792,fade_lo z=-2.41
1760033340,1760033400,BUY,1.15655,1.1567,155660.62,1.156238275116151,1.1571734497676978,fade_lo z=-2.09
1760033400,1760033820,BUY,1.1567,1.1573103462128624,159090.1,1.1563948268935689,1.1573103462128624,fade_lo z=-1.83
1760034120,1760034180,BUY,1.15638,1.1562,158591.37,1.156071386052877,1.156997227894246,fade_lo z=-2.10
1760034180,1760034240,BUY,1.1562,1.15631,159255.05,1.155894144191957,1.1568117116160854,fade_lo z=-2.24
1760034240,1760034300,BUY,1.15631,1.15626,162112.25,1.1560095624639601,1.1569108750720793,fade_lo z=-1.98
1760034300,1760034420,BUY,1.15626,1.155966022287963,165217.8,1.155966022287963,1.1568479554240738,fade_lo z=-1.96
1760034480,1760034540,BUY,1.15563,1.15565,157346.32,1.1553234660957197,1.1562430678085605,fade_lo z=-2.44
1760034540,1760034600,BUY,1.15565,1.15559,162263.5,1.1553532185174542,1.156243562965092,fade_lo z=-2.27
1760034600,1760034660,BUY,1.15559,1.1555,161658.33,1.15529298862335,1.1561840227532996,fade_lo z=-2.20
1760034660,1760034720,BUY,1.1555,1.15552,164138.85,1.155208489435968,1.156083021128064,fade_lo z=-2.18
1760034720,1760035140,BUY,1.15552,1.1552350259048276,167628.54,1.1552350259048276,1.1560899481903453,fade_lo z=-2.04
1760035200,1760035260,BUY,1.15493,1.15478,160835.94,1.1546350777668382,1.1555198444663237,fade_lo z=-2.01
1760035260,1760035320,BUY,1.15478,1.15475,156508.05,1.154478286497778,1.1553834270044434,fade_lo z=-2.04
1760035320,1760035800,BUY,1.15475,1.1553588965041262,154728.26,1.1544455517479368,1.1553588965041262,fade_lo z=-1.97
1760040060,1760040120,SELL,1.15596,1.1561623721080847,234659.21,1.1561623721080847,1.155555255783831,fade_hi z=1.89
1760040180,1760040300,SELL,1.15613,1.155729276670752,235151.81,1.156330361664624,1.155729276670752,fade_hi z=2.52
1760040540,1760040600,SELL,1.15612,1.15612,213199.15,1.156342564813564,1.1556748703728725,fade_hi z=2.35
1760040600,1760040660,SELL,1.15612,1.15612,219155.92,1.1563359530411663,1.1556880939176672,fade_hi z=2.21
1760040660,1760041320,SELL,1.15612,1.15624,224201.73,1.1563305278239402,1.1556989443521195,fade_hi z=2.09
1760041320,1760041440,SELL,1.15624,1.15633,246150.96,1.156430682092578,1.1558586358148437,fade_hi z=1.91
1760041440,1760041500,SELL,1.15633,1.15638,251198.31,1.1565158432328864,1.1559583135342277,fade_hi z=2.07
1760041500,1760041560,SELL,1.15638,1.15652,251611.05,1.1565647115733944,1.1560105768532112,fade_hi z=2.13
1760041560,1760041620,SELL,1.15652,1.15649,251299.57,1.1567036607467234,1.1561526785065535,fade_hi z=2.45
1760041620,1760041800,SELL,1.15649,1.1561346300417996,259145.4,1.1566676849791002,1.1561346300417996,fade_hi z=2.21
1760042820,1760042880,BUY,1.15542,1.15533,279540.64,1.1552541677345836,1.1557516645308323,fade_lo z=-2.06
1760042880,1760043000,BUY,1.15533,1.1556551170643445,283402.97,1.1551674414678277,1.1556551170643445,fade_lo z=-2.27
1760045580,1760045640,BUY,1.15537,1.15542,385524.74,1.1552497313113947,1.1556105373772105,fade_lo z=-2.32
1760045640,1760045700,BUY,1.15542,1.15542,398747.12,1.1553040362177236,1.1556519275645525,fade_lo z=-2.02
1760045700,1760045760,BUY,1.15542,1.1553080336307433,410925.75,1.1553080336307433,1.155643932738513,fade_lo z=-1.97
1760045820,1760045880,BUY,1.15538,1.15539,398989.26,1.1552658555285493,1.1556082889429018,fade_lo z=-2.08
1760045880,1760046180,BUY,1.15539,1.15537,416467.86,1.155281151562224,1.1556076968755513,fade_lo z=-1.97
1760046180,1760046360,BUY,1.15537,1.15533,474603.7,1.155275079462785,1.1555598410744299,fade_lo z=-1.84
1760046360,1760046420,BUY,1.15533,1.1552373832287677,482423.92,1.1552373832287677,1.1555152335424643,fade_lo z=-1.86
1760046480,1760046540,BUY,1.15506,1.1549573865594986,430532.91,1.1549573865594986,1.1552652268810024,fade_lo z=-3.01
1760046600,1760046660,BUY,1.15476,1.1546423894314046,371641.14,1.1546423894314046,1.154995221137191,fade_lo z=-3.50
